Index,leftWheelCount,rightWheelCount,ax,ay,az,gx,gy,gz
429,310,598,-0.19,0.02,1.04,-5.88,-3.04,146.55
430,310,598,-0.06,0.25,1.1,-2.48,0.64,231.21
431,310,598,-0.01,0.18,0.96,-45.1,-26.17,251.68
432,310,598,-0.07,0.13,1.1,-32.85,-54.61,214.31
433,310,598,0.06,0.03,1.16,-22.81,-18.33,141.25
434,310,598,0.1,0.01,1.13,-12.31,-25.19,119.7
435,310,598,0.13,-0.04,1.13,35.94,8.98,66.27
436,310,598,0.04,0.13,1.15,25.19,18.35,43.34
437,310,598,0.05,0.14,1.11,-10.34,15.2,20.13
438,310,598,0.05,0.06,1.03,-4.19,23.11,-3.25
439,310,598,-0.02,0.11,1.04,-2.65,11.81,-32.27
440,310,598,-0.05,0.06,1.05,17.07,13.4,-81.09
441,310,598,0.01,0.17,1.12,34.98,11.16,-105
442,310,598,0.07,0.17,1.13,13.02,15.73,-91.22
443,310,598,-0.02,0.13,1.03,2.77,12.13,-83.95
444,310,598,0.01,0.14,1.03,27.9,15.58,-53.19
445,310,598,-0.15,0.29,1.03,1.4,-0.04,-51.25
446,310,598,-0.08,0.22,1.04,-17.72,-18.97,-33.79
447,310,598,-0.03,0.16,1.06,-20.65,-15.34,-16.4
448,310,598,-0.06,0.12,1.06,-9.73,-20.23,-9.46
449,310,598,0,0.11,1.1,-0.61,-16.42,2.78
450,310,598,-0.03,0.14,1.14,-2.86,-14.38,2.09
451,310,598,-0.03,0.12,1.12,-2.76,-14.45,0.59
452,310,598,-0.01,0.11,1.13,-2,-13.78,3.16
453,310,598,0.05,0.11,1.12,-2.01,-8.29,7.09
454,310,598,0.01,0.11,1.12,-7.17,-17.69,5.91
455,310,598,0,0.2,1.16,-28.1,-38.3,2.18
456,310,598,-0.11,0.25,1.14,-105.02,-110.76,-24.11
457,310,598,0.2,-0.1,0.97,-142.34,-134.1,-39.25
458,310,598,0.46,-0.44,0.92,-27.23,-59.31,-26.77
459,310,598,0.29,-0.14,0.92,52.2,-47.94,-6.59
460,310,598,0.27,0.02,1.05,18.84,-47.16,-19.04
461,310,598,0.52,-0.08,1.06,14.57,-7.34,-7.98
462,310,598,0.46,-0.03,1.06,10.67,13.06,-3.66
463,310,598,0.56,-0.11,1.14,2.73,55.25,1.09
464,310,598,0.72,-0.09,1.14,49.25,183.81,8.49
465,310,598,0.31,-0.05,1.02,65.85,242.69,-11.01
466,310,598,0.08,0.23,0.99,49.83,234.25,7.66
467,310,598,-0.25,0.09,0.92,12.89,167.3,-7.64
468,310,598,-0.48,0.15,0.88,-26.4,98.71,-21.24
469,310,598,-0.42,0.05,0.9,-52.98,61.23,-6.56
470,310,598,-0.53,-0.04,0.88,-36.46,28.49,-0.49
471,310,598,-0.5,-0.03,0.96,-10.3,26.51,8.82
472,310,598,-0.56,0,0.95,0.13,16.5,11.78
473,310,598,-0.51,0.03,0.93,15.03,18.74,19.22
474,310,598,-0.59,0.06,0.86,20.22,11,7.86
475,310,598,-0.63,0.09,0.87,16.99,-15.03,-2.66
476,310,598,-0.64,0.07,0.89,3.44,-58.74,-4.9
477,310,598,-0.67,0.09,0.84,-11.55,-138.76,-9.23
478,310,598,-0.55,0.13,0.87,-28.81,-206.35,-28.03
479,310,598,-0.25,0.07,0.84,-47.89,-247.32,-52.17
480,310,598,0.23,-0.11,0.99,-37.54,-247.32,-41.51
481,310,598,0.77,-0.3,1.11,28.64,-66.71,7.45
482,310,598,0.48,-0.09,1.03,75.56,-9.25,-0.24
483,310,598,0.18,0.18,1,11.93,-50.23,-19.78
484,310,598,0.4,0.01,1,-24.28,-45.06,-9.84
485,310,598,0.51,-0.06,1.06,19.02,-6.89,4.47
486,310,598,0.43,0.12,1.11,14.59,-5.44,7.38
487,310,598,0.45,0.1,1.11,-0.02,-1.55,4.71
488,310,598,0.49,0.04,1.11,19.11,37.61,-0.86
489,310,598,0.53,0.04,1.13,45.37,127.09,-24.44
490,310,598,0.53,-0.03,1.02,112.14,252.94,-39.78
491,310,598,0.13,0.33,0.82,53.38,252.94,-56.86
492,310,598,-0.41,0.29,0.84,-22.34,155.59,-33.08
493,310,598,-0.51,0.3,0.81,-94.48,47.24,-48.01
494,310,598,-0.37,0.01,0.87,-82.74,7.8,-25.05
495,310,598,-0.4,-0.07,0.94,-38.63,23.51,-17.58
496,310,598,-0.42,0.01,1.04,6.64,32.35,3.72
497,310,598,-0.56,0.05,1.02,1.35,8.27,8.89
498,310,598,-0.5,0.04,1.03,-4,1.31,4.99
499,310,598,-0.56,-0.01,0.96,5.68,-16.96,3.38
500,310,598,-0.51,0.05,0.94,7.82,-43.17,7.7
501,310,598,-0.59,0.06,0.86,7.13,-103.95,1.87
502,310,598,-0.46,0.12,0.93,31.22,-175.58,-12
503,310,598,-0.2,0.31,1.03,-30.72,-219.97,-23.79
504,310,598,0.11,0.03,0.96,-83.45,-240.58,-25.55
505,310,598,0.56,-0.28,1,-9.81,-150.3,-21.82
506,310,598,0.69,-0.32,0.96,71.73,-32.35,17.87
507,310,598,0.38,0.15,1.03,65.21,-18.12,14.11
508,310,598,0.37,0.13,0.99,6.69,-43.82,8.38
509,310,598,0.52,0.01,0.99,27.61,-22.42,12.21
510,310,598,0.5,0.16,1.06,27.12,-4.23,10.13
511,310,598,0.46,0.15,1.05,3.35,-10.94,13.4
512,310,598,0.5,0.14,1.07,4.3,10.15,0.74
513,310,598,0.49,0.12,1.1,0.09,27.15,9.09
514,310,598,0.58,0.14,1.16,-15.3,115.18,7.28
515,310,598,0.62,0,1.01,7.96,201.86,4.12
516,310,598,0.26,0.02,0.91,48.64,212.57,9.58
517,310,598,-0.05,0.22,0.88,27.95,192.34,-12.88
518,310,598,-0.2,0.24,0.9,-15.1,133.22,-36.08
519,310,598,-0.35,0.19,0.97,-45.33,70.97,-25.56
520,310,598,-0.13,0.02,1.02,-23.62,91.88,11.89
521,310,598,-0.55,0.01,0.9,28.54,92.32,3.53
522,310,598,-0.64,0.15,0.92,34.34,49.51,2.01
523,310,598,-0.76,0.23,0.96,0.65,6.47,-10.17
524,310,598,-0.6,0.19,0.94,-25.07,-22.97,-19.4
525,310,598,-0.54,0.05,0.88,-19.3,-48.08,2.65
526,310,598,-0.49,-0.02,0.83,17.46,-77.26,2.2
527,310,598,-0.33,0.12,0.93,33.79,-78.93,4.81
528,310,598,-0.29,0.26,1.04,9.15,-76.9,-7.48
529,310,598,-0.26,0.15,0.99,-26.37,-90.43,-11.87
530,310,598,-0.08,0.08,1.09,-27.41,-51.51,-9.36
531,310,598,-0.04,0.01,1.05,-15.85,-18.16,2.54
532,310,598,-0.11,0.02,1.05,-4.34,-25.1,1.83
533,310,598,-0.07,0.11,1.13,-14.63,-15.29,-7.65
534,310,598,-0.07,0.03,1.09,-22.64,-12.66,1.35
535,310,598,-0.04,0.02,1.11,-12.23,-7.72,-3.84
536,310,598,-0.06,0.01,1.1,-9.14,-4.74,1.79
537,310,598,-0.04,0,1.1,-6.07,-4.14,1.05
538,310,598,-0.06,-0.01,1.09,-0.72,-1.81,1.63
539,310,598,-0.06,0,1.1,5.54,-3.12,5.18
540,310,598,-0.06,0.01,1.12,12.15,-1.45,4.04
541,310,598,-0.06,0,1.11,25.47,-4.33,5.92
542,310,598,-0.06,-0.08,1.05,82.8,-5.47,9.3
543,310,598,-0.02,-0.03,1.01,184.38,15.63,3.26
544,310,598,-0.05,0.26,0.94,221.38,25.39,6.74
545,310,598,-0.06,0.57,0.91,166.67,8.16,25.97
546,310,598,-0.09,0.69,0.88,108.41,-11.74,21.7
547,310,598,0.02,0.57,0.81,101.96,2.63,21.97
548,310,598,-0.02,0.82,0.73,85.21,10.92,21.37
549,310,598,-0.06,0.87,0.81,33.54,-3.72,11.14
550,310,598,-0.06,0.93,0.86,-23.87,-4.81,4.52
551,310,598,-0.06,0.93,0.82,-97.3,-6.12,-2.5
552,310,598,-0.07,0.89,0.85,-162.72,-28.86,1.63
553,310,598,0.02,0.6,0.82,-247.49,-41.39,10.68
554,310,598,0.05,0.32,0.87,-247.49,-24.5,-3.73
555,310,598,0.06,0.12,0.93,-247.49,-9.57,-29.04
556,310,598,0.08,-0.16,0.93,-247.49,-19.35,-22.95
557,310,598,0.12,-0.4,0.98,-222.66,0.16,-18.09
558,310,598,0.13,-0.58,0.9,-158.06,8.16,-2.42
559,310,598,0.12,-0.68,0.85,-100.14,8.94,1.12
560,310,598,0.07,-0.61,0.84,-57.96,3.79,-1.12
561,310,598,0.05,-0.69,0.8,-36.69,-9.96,-2.07
562,310,598,0.08,-0.76,0.82,19.82,-7.55,-3.27
563,310,598,0.08,-0.81,0.81,72.5,11.73,-8.88
564,310,598,0.02,-0.78,0.76,177.57,12.72,-25.69
565,310,598,0.07,-0.44,0.9,252.78,23.05,-23.64
566,310,598,0.18,-0.2,1.01,252.78,41.29,19.09
567,310,598,0.01,0.08,0.98,252.78,22.72,25.29
568,310,598,0.05,0.31,1,248.71,27.01,20.94
569,310,598,-0.01,0.54,0.96,205.4,23.76,21.14
570,310,598,-0.07,0.77,1.04,138.87,0.56,7.86
571,310,598,-0.01,0.73,0.88,71.1,-7.94,13.08
572,310,598,0,0.68,0.87,39.98,-4.55,4.98
573,310,598,0.02,0.67,0.86,19.04,-5.78,5.97
574,310,598,0.04,0.77,0.9,-12.97,-1.47,9.08
575,310,598,-0.01,0.8,0.95,-70.48,-4.76,5.41
576,310,598,-0.02,0.78,0.94,-150.59,-9.09,-3.3
577,310,598,0.04,0.56,0.88,-184.21,-23.38,5.7
578,310,598,0.07,0.41,0.96,-184.17,-10,-6.23
579,310,598,0.04,0.32,0.97,-227.35,-5.09,-24.61
580,310,598,0.07,0.04,0.94,-247.49,-12.31,-18.82
581,310,598,0.09,-0.3,0.89,-242.2,-9.84,-16.27
582,310,598,0.14,-0.53,0.9,-179.14,-3.78,-3.24
583,310,598,0.09,-0.66,0.94,-95.3,2.55,4.62
584,310,598,0.08,-0.65,0.92,-45.85,8.87,4.32
585,310,598,0.03,-0.64,0.9,11.06,2.93,1.96
586,310,598,0.04,-0.69,0.91,89.57,7.47,-7.92
587,310,598,0.05,-0.65,0.91,192.15,30.33,-16.08
588,310,598,0.03,-0.36,0.96,226.8,17.87,-0.74
589,310,598,0.08,-0.17,0.99,252.35,20.88,1.29
590,310,598,0.15,0.05,1.01,252.78,50.04,27.03
591,310,598,0.06,0.4,0.92,252.78,73,34.05
592,310,598,-0.07,0.64,0.74,252.78,62.63,38.65
593,310,598,-0.08,0.83,0.74,226.24,58.35,29.25
594,310,598,-0.16,1.08,0.7,95.19,8.1,24.29
595,310,598,-0.07,0.94,0.66,22.87,-9.74,23.29
596,310,598,-0.08,0.91,0.66,-17.33,-5.94,5.91
597,310,598,-0.1,0.85,0.61,-29.27,-12.03,0.49
598,310,598,-0.12,0.89,0.69,-49.04,-13.21,-6.32
599,310,598,-0.08,1.01,0.78,-137.34,-6.46,-10.08
600,310,598,-0.13,0.84,0.77,-210.06,-58.32,-2.69
601,310,598,0.03,0.81,0.88,-247.49,-52.94,-27.3
602,310,598,0.07,0.4,0.79,-247.49,-43.76,-19.8
603,310,598,0.16,-0.07,0.8,-247.49,-26.07,1.26
604,310,598,0.12,-0.48,0.81,-247.49,-0.65,15.52
605,310,598,0.02,-0.71,0.82,-157.46,-2.13,19.7
606,310,598,0.03,-0.65,0.89,-48.61,3.91,7.25
607,310,598,-0.02,-0.58,0.92,2.04,-5.26,2.12
608,310,598,0.03,-0.57,0.92,23.16,-8.9,-2.45
609,310,598,0.07,-0.59,0.95,87.03,23.31,-23.96
610,310,598,0.04,-0.5,0.98,140.9,39.98,-27.53
611,310,598,0,-0.32,1.02,149.73,29.24,-27.76
612,310,598,0.01,-0.18,1.04,132.78,17.25,-21.4
613,310,598,0.02,0.02,1.14,98.46,14.68,-15.01
614,310,598,-0.01,0.03,1.14,12.61,-0.42,-11.11
615,310,598,0.04,-0.1,1.1,4.53,-6.99,-0.11
616,310,598,0.06,-0.1,1.1,15.83,9.9,1.86
617,310,598,0,-0.01,1.09,14.28,4.93,7.04
618,310,598,-0.06,0.03,1.08,-0.65,-6.66,1.3
619,310,598,0.02,0.01,1.1,-2.33,0.32,-0.01
620,310,598,0.01,-0.01,1.08,3.31,4.64,4.38
621,310,598,-0.03,0,1.1,10.64,1.22,1.45
622,310,598,-0.03,0.04,1.11,0.09,-0.55,0.15
623,310,598,-0.03,0.01,1.13,-1.04,-1.28,1.1
624,310,598,0,-0.02,1.11,4.2,5.45,5.67
625,310,598,-0.03,0,1.11,9.81,8.37,3.75
626,310,598,-0.05,0.05,1.11,5.02,8.58,2.07
627,310,598,-0.03,0.03,1.06,8.36,6.67,3.76
628,310,598,-0.02,0.07,1.04,0.9,7.08,1.78
629,310,598,-0.03,0.02,0.99,-5.59,2.85,6.54
630,310,598,-0.03,-0.01,1.03,4.45,-3.69,-1.85
631,310,598,-0.03,0,1.09,7.89,0.39,-3.5
632,310,598,-0.02,0.03,1.12,5.08,-4.1,0.19
633,310,598,-0.01,0.03,1.12,3.72,-0.59,2.24
634,310,598,-0.03,0.03,1.1,5.94,1.82,-1.22
635,310,598,-0.02,0.04,1.09,2.4,-0.58,-2.34
636,310,598,-0.02,0.05,1.09,1.15,1,-2.63
637,310,598,-0.03,0.05,1.06,0.44,0.8,-1.61
638,310,598,-0.04,0.04,1.05,-0.28,-3.17,-2.37
639,310,598,-0.04,0.06,1.06,2.89,-3.51,-1.14
640,310,598,-0.04,0.06,1.08,3.05,-2.52,-4.27
641,310,598,-0.02,0.06,1.09,4.33,-3.23,-2.8
642,310,598,-0.04,0.04,1.1,0.87,-5.06,-1.72
643,310,598,-0.03,0.03,1.09,3.73,-2.49,6.88
644,310,598,-0.04,0.02,1.1,13.86,2.49,4.72
645,310,598,-0.01,0.06,1.15,14.72,5.74,10.05
646,310,598,-0.01,0.1,1.14,1,8.32,9.59
647,310,598,-0.04,0.11,1.1,-11.46,7.14,6.02
648,310,598,-0.06,0.07,1.07,-11.74,-2.39,3.52
649,310,598,-0.05,0.06,1.09,-9.49,-1.49,-0.97
650,310,598,-0.02,0.06,1.09,-5.32,0.32,3.37
651,310,598,-0.03,0.07,1.08,-4.43,2.63,4.09
652,310,598,-0.05,0.07,1.07,-4.94,0.96,-1.05
653,310,598,-0.05,0.05,1.07,-3.73,-0.88,-2.28
654,310,598,-0.03,0.05,1.08,-0.72,-3.13,-1.33
655,310,598,-0.03,0.06,1.09,-0.17,-3.02,-4.93
656,310,598,0,0.02,1.11,-1.04,-3.04,2.41
657,310,598,0,0,1.12,1.93,1.72,8.15
658,310,598,-0.06,0.04,1.09,-2.59,1.97,4.25
659,310,598,-0.06,0.05,1.08,-3,-5.36,-0.07
660,310,598,-0.02,0.05,1.07,-2.64,0.03,-3.42
661,310,598,-0.03,0.03,1.07,0.55,-4.75,-2.51
662,310,598,-0.02,0.02,1.09,5.38,-7.45,-0.27
663,310,598,-0.02,0.04,1.11,9.28,-4.74,-2.09
664,310,598,-0.01,0.07,1.07,1.3,-6.52,-2.19
665,310,598,-0.01,0.07,1.07,-7,-8.67,-3.99
666,310,598,0.44,1.03,1,-17.48,17.95,10.82
667,310,597,-0.05,0.03,1.11,-0.07,2.36,3.04
668,310,597,-0.01,0.04,1.08,-0.2,1.8,3.09
669,310,597,0,0.04,1.1,-0.04,11.48,2.86
670,310,597,-0.03,0.3,1.33,-3.91,-0.2,-0.59
671,310,597,-0.05,0.02,1.09,-0.01,0.09,0.02
672,310,597,-0.03,0.03,1.09,-0.07,-0.1,0.09
673,310,597,-0.03,0.04,1.09,0.13,-0.01,0.4
674,310,597,-0.02,0.04,1.09,0.12,-0.26,0.19
675,310,597,-0.02,0.03,1.11,-0.47,-0.05,1.1
676,310,597,-0.05,0.04,1.09,-0.05,0.02,0.21
677,310,597,-0.02,0.04,1.09,0.03,-0.03,0.1
678,310,597,-0.03,0.03,1.08,-0.12,-0.07,0.09
679,310,597,-0.03,0.03,1.09,0.09,-0.18,-0.14
680,310,597,-0.02,0.04,1.1,-0.01,0.2,0.71
681,310,597,-0.03,0.04,1.1,-0.3,-0.07,0.14
682,310,597,-0.03,0.04,1.09,-0.08,0.14,0.02
683,310,597,0.01,0.04,1.09,0.29,0.01,1.31
684,310,597,0,0.11,1.05,0.04,0.48,6.72
685,310,598,-0.12,-0.01,1.08,-0.44,0.36,0.34
686,310,598,-0.02,0.05,1.08,0.19,-0.07,-1.04
687,310,598,-0.03,0.05,1.09,0.04,-0.02,0.32
688,310,598,-0.03,0.04,1.09,-0.04,-0.05,-0.08
689,310,598,-0.04,0.03,1.09,-0.01,-0.2,-0.12
690,310,598,-0.03,0.04,1.08,-0.01,0.13,0.05
691,310,598,-0.03,0.04,1.09,-0.01,0.13,0.08
692,310,598,-0.03,0.04,1.09,0.08,-0.1,-0.01
693,310,598,-0.03,0.04,1.09,-0.13,-0.04,0.03
694,310,598,-0.03,0.04,1.09,0.02,-0.01,0.02
695,310,598,-0.03,0.03,1.09,0.09,-0.07,0.05
696,310,598,-0.03,0.04,1.08,-0.04,-0.07,-0.18
697,310,598,-0.02,0.04,1.09,-0.08,-0.16,-0.02
698,310,598,-0.03,0.04,1.08,-0.06,0.01,-0.01
699,310,598,-0.03,0.04,1.08,-0.05,-0.1,0
700,310,598,-0.04,0.04,1.09,-0.04,-0.11,-0.04
701,310,598,-0.03,0.04,1.08,0.1,0.07,-0.01
702,310,598,-0.03,0.04,1.09,-0.14,0,0.12
703,310,598,-0.03,0.04,1.09,-0.1,0.02,0.03
704,310,598,-0.03,0.04,1.08,-0.01,0.2,0.01
705,310,598,-0.03,0.04,1.08,-0.11,-0.07,-0.01
706,310,598,-0.03,0.04,1.09,-0.01,0.04,-0.06
707,310,598,-0.03,0.03,1.09,-0.1,-0.05,0.01
708,310,598,-0.02,0.03,1.09,0.07,0.05,0.07
709,310,598,-0.02,0.04,1.08,0.12,-0.14,-0.01
710,310,598,-0.03,0.04,1.09,0,0.17,0.03
711,310,598,-0.03,0.04,1.09,0.02,-0.03,-0.17
712,310,598,-0.03,0.04,1.09,0.02,-0.05,-0.17
713,310,598,-0.03,0.03,1.08,-0.04,0,0.02
714,310,598,-0.03,0.04,1.09,-0.04,0.06,-0.04
715,310,598,-0.02,0.04,1.09,-0.1,0.26,0.12
716,310,598,-0.03,0.04,1.1,0.02,0.15,0.04
717,310,598,-0.02,0.04,1.09,-0.07,0.03,0.02
718,310,598,-0.03,0.03,1.1,0.01,-0.07,0
720,310,598,-0.03,0.04,1.09,-0.04,-0.18,-0.16
721,332,585,-0.05,-0.02,1.28,4.76,-5.47,-42.64
722,378,531,0.27,0.31,0.92,4.73,3.68,-69.5
723,427,465,-0.37,-0.21,1.22,3.88,-2.9,-59.75
724,465,410,0.17,0.15,0.88,6.44,-0.31,-37.7
725,486,369,-0.06,-0.04,1.1,2.11,-0.28,-25.98
726,506,331,0.04,-0.01,1.23,2.61,-1.15,-31.57
727,534,292,0.19,0.19,0.92,2.73,-2.31,-36.97
728,561,256,0.11,-0.02,1.07,1.31,-0.74,-24.22
729,584,222,0.02,-0.02,1.09,2.15,-1.87,-24.56
730,604,192,-0.04,0.15,1.08,0.92,-0.61,-24.12
731,625,164,0.01,-0.14,0.99,0.28,-0.45,-34.24
732,647,138,0.06,0.29,1.17,3.09,-2.01,-35.68
733,673,106,-0.04,0.19,1.04,1.56,-2.63,-26.58
734,696,83,-0.05,-0.07,1.09,0.43,-0.91,-16.79
735,722,76,-0.06,0.09,1.25,5.46,-0.31,-16.06
736,732,74,-0.06,-0.02,1.1,1.87,-0.61,-2.33
737,734,74,-0.09,0.02,1.09,-0.03,-0.16,-0.17
738,734,74,-0.01,0.04,1.09,-0.31,0.13,-0.12
739,734,74,-0.02,0.04,1.1,-0.07,-0.03,0.08
740,734,74,-0.01,0.03,1.09,-0.08,-0.05,0.02
741,734,74,-0.03,0.04,1.07,0,-0.07,0.15
742,734,74,-0.02,0.03,1.08,0.22,-0.03,0.02
743,734,74,-0.01,0.02,1.11,-0.01,0.18,0.01
744,734,74,-0.01,0.03,1.09,0.08,0,0.05
745,734,74,-0.02,0.04,1.09,-0.06,0.06,-0.02
746,734,74,-0.02,0.04,1.09,0.09,0.03,0.13
747,734,74,-0.02,0.04,1.09,0.06,-0.1,-0.13
748,734,74,-0.03,0.03,1.09,0.23,0.13,0.08
749,734,74,-0.02,0.03,1.1,0,-0.13,0.04
750,734,74,-0.02,0.03,1.09,0.02,0.02,-0.04
751,734,74,-0.02,0.04,1.09,0.12,-0.22,-0.07
752,734,74,-0.02,0.03,1.1,0.05,-0.02,-0.07
753,734,74,-0.02,0.04,1.09,0.03,0.03,0.08
754,734,74,-0.02,0.04,1.09,-0.06,-0.02,0.02
755,734,74,-0.02,0.04,1.09,0.12,-0.05,-0.24
756,734,74,-0.02,0.03,1.09,0.15,-0.16,-0.22
757,734,74,-0.01,0.04,1.09,0.04,-0.13,0.05
758,734,74,-0.02,0.04,1.09,-0.14,-0.07,0.02
759,734,74,-0.02,0.03,1.1,0.13,-0.13,0.17
760,734,74,-0.02,0.04,1.09,-0.1,-0.07,-0.01
761,734,74,-0.02,0.04,1.09,0.02,0.04,0.15
762,734,74,-0.02,0.04,1.08,-0.08,-0.16,-0.13
763,734,74,-0.02,0.04,1.09,0.16,-0.06,0.05
764,734,74,-0.01,0.04,1.08,-0.04,0.06,-0.17
765,734,74,-0.02,0.03,1.08,-0.38,0.06,0.09
766,734,74,-0.02,0.04,1.1,0.11,-0.03,-0.14
767,734,74,-0.02,0.04,1.1,-0.21,-0.08,-0.02
768,734,74,-0.02,0.03,1.07,-0.26,-0.24,0.14
769,734,74,-0.02,0.04,1.11,0.32,-0.08,-0.08
770,734,74,-0.01,0.04,1.08,0.04,-0.02,-0.26
771,734,74,-0.02,0.04,1.08,-0.03,-0.13,0.12
772,734,74,-0.03,0.04,1.1,0.02,-0.18,0.15
773,734,74,-0.02,0.04,1.1,0.03,-0.13,-0.01
774,734,74,-0.01,0.03,1.09,0.01,0.03,0.07
775,734,74,-0.02,0.03,1.09,-0.08,0.05,0.05
776,734,74,-0.01,0.04,1.08,-0.16,-0.03,0.05
777,734,74,-0.02,0.03,1.09,-0.04,-0.21,0.17
778,734,74,-0.02,0.04,1.08,-0.14,-0.08,-0.14
779,734,74,-0.02,0.03,1.1,0.12,0.22,0.08
780,734,74,-0.01,0.03,1.09,0.01,-0.1,0.12
781,734,74,-0.01,0.04,1.1,-0.14,0.06,0.19
782,734,74,-0.02,0.04,1.09,0.09,0.01,-0.21
783,734,74,-0.02,0.04,1.1,0.09,0.19,-0.14
784,734,74,-0.02,0.04,1.09,-0.2,-0.12,0.05
785,734,74,-0.02,0.04,1.1,0.05,0.07,-0.14
786,734,74,-0.02,0.03,1.09,0.1,0,-0.01
787,734,74,-0.01,0.04,1.1,0.08,-0.12,-0.17
788,734,74,-0.01,0.04,1.09,0.17,-0.13,0.2
789,734,74,-0.01,0.03,1.1,-0.08,0.1,-0.01
790,734,74,-0.02,0.03,1.09,-0.13,0.02,0.07
791,734,74,-0.02,0.04,1.09,0.02,-0.07,0.09
792,734,74,-0.02,0.04,1.09,-0.06,0.01,0
793,734,74,-0.02,0.04,1.09,-0.15,0.07,-0.05
794,734,74,-0.02,0.03,1.1,-0.01,-0.1,-0.04
795,734,74,-0.01,0.04,1.09,-0.03,0.26,-0.01
796,734,74,-0.01,0.04,1.09,-0.08,0.16,-0.12
797,734,74,-0.02,0.03,1.09,-0.1,0.03,-0.12
798,734,74,-0.02,0.04,1.09,-0.11,-0.12,-0.08
799,734,74,-0.02,0.04,1.09,-0.05,0.01,-0.11
800,734,74,-0.01,0.04,1.09,0.02,-0.03,-0.21
801,734,74,-0.01,0.04,1.11,-0.08,-0.08,0.06
802,734,74,-0.02,0.04,1.09,0.02,-0.16,-0.04
803,734,74,-0.02,0.04,1.09,0,-0.05,-0.03
804,734,74,-0.01,0.04,1.08,-0.13,-0.13,0.02
805,734,74,-0.02,0.05,1.1,-0.04,0.03,0.17
806,734,74,-0.01,0.04,1.1,0.04,-0.03,0.33
807,734,74,-0.02,0.04,1.09,0.05,0.13,0.27
808,734,74,-0.02,0.04,1.09,-0.07,0.26,0.15
809,734,74,-0.02,0.03,1.09,0.09,0.14,0.17
810,734,74,-0.02,0.03,1.08,0.05,-0.16,-0.01
811,734,74,-0.01,0.03,1.09,0.02,-0.09,0
812,734,74,-0.01,0.03,1.1,-0.02,-0.05,-0.11
813,734,74,-0.02,0.04,1.09,-0.03,0.03,0.04
814,734,74,-0.02,0.04,1.08,-0.04,-0.12,0
815,734,74,-0.02,0.04,1.09,-0.03,-0.09,0.19
816,734,74,-0.03,0.03,1.11,0.07,-0.1,-0.2
817,734,74,-0.02,0.04,1.09,0.08,-0.08,0.01
818,734,74,-0.01,0.04,1.1,-0.07,-0.31,0.12
819,734,74,-0.01,0.04,1.09,0.18,0.03,0.03
820,734,74,-0.02,0.03,1.09,0,-0.11,-0.11
821,734,74,-0.03,0.03,1.06,-0.1,-0.03,0.11
822,734,74,-0.03,0.03,1.08,-0.21,-0.26,0.04
823,734,74,-0.02,0.04,1.08,-0.05,-0.11,0.09
824,734,74,-0.03,0.03,1.08,-0.07,0.14,0.02
825,734,74,-0.01,0.04,1.1,-0.01,-0.02,-0.02
826,734,74,-0.02,0.03,1.08,-0.01,-0.1,0.04
827,734,74,-0.03,0.04,1.09,0.15,0,0.05
828,734,74,-0.02,0.04,1.09,-0.05,-0.07,0.03
829,734,74,-0.02,0.03,1.09,0.14,-0.16,0.04
830,734,74,-0.01,0.03,1.09,-0.1,0.08,0.02
831,734,74,-0.01,0.04,1.09,0.06,-0.12,-0.14
832,734,74,-0.01,0.04,1.1,-0.09,-0.13,0.06
833,734,74,-0.01,0.03,1.09,-0.1,0.02,-0.06
834,734,74,-0.02,0.04,1.09,-0.03,-0.03,-0.01
835,734,74,-0.02,0.03,1.1,-0.07,-0.16,-0.09
836,734,74,-0.03,0.04,1.1,-0.11,0.2,-0.04
837,734,74,-0.03,0.04,1.08,-0.23,0.1,0.02
838,734,74,-0.02,0.03,1.1,0.02,0.02,-0.08
839,734,74,-0.02,0.04,1.09,-0.17,-0.04,0.13
840,734,74,-0.02,0.04,1.09,-0.07,0.21,-0.16
841,734,74,-0.01,0.04,1.09,-0.09,-0.09,-0.09
