time,xe_p(1),xe_p(2),xe_p(3),xe_theta,"q(1,1)","q(2,1)","q(3,1)","q(4,1)","q?(1,1)","q?(2,1)","q?(3,1)","q?(4,1)",From Workspace1:1(1),From Workspace1:1(2),From Workspace1:1(3),From Workspace2:1,From Workspace4:1(1),From Workspace4:1(2),From Workspace4:1(3),theta_dot,pd(1),pd(2),pd(3),theta,"?e(1,1)","?e(2,1)","?e(3,1)","?e(4,1)","q_dot_dot(1,1)","q_dot_dot(2,1)","q_dot_dot(3,1)","q_dot_dot(4,1)",?d(1),?d(2),?d(3),?d(4),?(1),?(2),?(3),?(4),"Reshape(1,1)","Reshape(2,1)","Reshape(3,1)","Reshape(4,1)",xe_p(1),xe_p(2),xe_p(3),xe_theta
0.67,0.14038826,-0.787268224,0.3,0.136751649,-0.750306213,-1.288043477,0.7,2.175101339,2.098864194,-0.019974537,0,4.43998857,9.049328515,5.159036113,0,0,1.642799153,0.294406975,0,0,0.141120227,-0.787454812,0.5,0,1.643453714,0.29915719,0,4.43998857,12.42595786,-0.247008214,0,19.2,1.642799153,0.294406975,0,0,9.049328515,5.159036113,0,0,-0.750306213,-1.288043477,0.7,2.175101339,0.14038826,-0.787268224,0.3,0.136751649
0.671,0.142031394,-0.786967351,0.3,0.143270527,-0.748207349,-1.288063452,0.7,2.179541328,2.111290152,-0.020221545,0,4.45918857,9.031182522,5.218382862,0,0,1.651839435,0.299595659,0,0,0.142767548,-0.787157816,0.5,0,1.652481344,0.304407671,0,4.45918857,12.42697786,-0.248323384,0,19.2,1.651839435,0.299595659,0,0,9.031182522,5.218382862,0,0,-0.748207349,-1.288063452,0.7,2.179541328,0.142031394,-0.786967351,0.3,0.143270527
0.672,0.143683548,-0.786661209,0.3,0.149820784,-0.746096058,-1.288083673,0.7,2.184000516,2.12371713,-0.020469869,0,4.47838857,9.012719564,5.278023686,0,0,1.660861412,0.304843838,0,0,0.144423899,-0.786855601,0.5,0,1.661490272,0.309717995,0,4.47838857,12.42799942,-0.249633038,0,19.2,1.660861412,0.304843838,0,0,9.012719564,5.278023686,0,0,-0.746096058,-1.288083673,0.7,2.184000516,0.143683548,-0.786661209,0.3,0.149820784
0.673,0.145344703,-0.786349736,0.3,0.15640242,-0.743972341,-1.288104143,0.7,2.188478905,2.136145129,-0.020719502,0,4.49758857,8.993936095,5.337957008,0,0,1.669864767,0.310151804,0,0,0.146089264,-0.786548108,0.5,0,1.670480174,0.315088451,0,4.49758857,12.42902251,-0.250937107,0,19.2,1.669864767,0.310151804,0,0,8.993936095,5.337957008,0,0,-0.743972341,-1.288104143,0.7,2.188478905,0.145344703,-0.786349736,0.3,0.15640242
0.674,0.147014841,-0.786032874,0.3,0.163015434,-0.741836196,-1.288124863,0.7,2.192976493,2.148574152,-0.020970439,0,4.51678857,8.974828555,5.398181223,0,0,1.678849176,0.315519849,0,0,0.147763623,-0.786235278,0.5,0,1.679450723,0.320519331,0,4.51678857,12.43004712,-0.252235522,0,19.2,1.678849176,0.315519849,0,0,8.974828555,5.398181223,0,0,-0.741836196,-1.288124863,0.7,2.192976493,0.147014841,-0.786032874,0.3,0.163015434
0.675,0.148693941,-0.785710561,0.3,0.169659827,-0.739687622,-1.288145833,0.7,2.197493282,2.161004199,-0.021222674,0,4.53598857,8.95539337,5.458694701,0,0,1.687814315,0.320948263,0,0,0.149446956,-0.785917049,0.5,0,1.688401589,0.326010921,0,4.53598857,12.43107323,-0.253528211,0,19.2,1.687814315,0.320948263,0,0,8.95539337,5.458694701,0,0,-0.739687622,-1.288145833,0.7,2.197493282,0.148693941,-0.785710561,0.3,0.169659827
0.676,0.150381984,-0.785382736,0.3,0.176335597,-0.737526618,-1.288167056,0.7,2.202029271,2.173435272,-0.021476203,0,4.55518857,8.935626953,5.519495781,0,0,1.696759853,0.326437335,0,0,0.151139245,-0.785593361,0.5,0,1.697332438,0.331563509,0,4.55518857,12.43210083,-0.254815105,0,19.2,1.696759853,0.326437335,0,0,8.935626953,5.519495781,0,0,-0.737526618,-1.288167056,0.7,2.202029271,0.150381984,-0.785382736,0.3,0.176335597
0.677,0.15207895,-0.785049338,0.3,0.183042744,-0.735353183,-1.288188532,0.7,2.206584459,2.185867373,-0.021731018,0,4.57438857,8.915525702,5.580582775,0,0,1.705685457,0.33198735,0,0,0.152840469,-0.785264154,0.5,0,1.706242931,0.337177378,0,4.57438857,12.4331299,-0.256096131,0,19.2,1.705685457,0.33198735,0,0,8.915525702,5.580582775,0,0,-0.735353183,-1.288188532,0.7,2.206584459,0.15207895,-0.785049338,0.3,0.183042744
0.678,0.153784818,-0.784710307,0.3,0.189781269,-0.733167315,-1.288210263,0.7,2.211158848,2.198300503,-0.021987114,0,4.59358857,8.895086,5.641953969,0,0,1.714590791,0.337598595,0,0,0.154550609,-0.784929366,0.5,0,1.715132727,0.342852813,0,4.59358857,12.43416041,-0.257371217,0,19.2,1.714590791,0.337598595,0,0,8.895086,5.641953969,0,0,-0.733167315,-1.288210263,0.7,2.211158848,0.153784818,-0.784710307,0.3,0.189781269
0.679,0.155499567,-0.78436558,0.3,0.196551171,-0.730969015,-1.28823225,0.7,2.215752436,2.210734663,-0.022244485,0,4.61278857,8.874304217,5.703607617,0,0,1.723475515,0.343271352,0,0,0.156269644,-0.784588936,0.5,0,1.724001482,0.348590094,0,4.61278857,12.43519236,-0.258640289,0,19.2,1.723475515,0.343271352,0,0,8.874304217,5.703607617,0,0,-0.730969015,-1.28823225,0.7,2.215752436,0.155499567,-0.78436558,0.3,0.196551171
0.68,0.157223176,-0.784015096,0.3,0.20335245,-0.72875828,-1.288254495,0.7,2.220365225,2.223169855,-0.022503125,0,4.63198857,8.853176711,5.765541947,0,0,1.732339285,0.349005904,0,0,0.157997553,-0.784242802,0.5,0,1.732848845,0.3543895,0,4.63198857,12.43622571,-0.259903274,0,19.2,1.732339285,0.349005904,0,0,8.853176711,5.765541947,0,0,-0.72875828,-1.288254495,0.7,2.220365225,0.157223176,-0.784015096,0.3,0.20335245
0.681,0.158955624,-0.783658791,0.3,0.210185105,-0.72653511,-1.288276998,0.7,2.224997213,2.235606081,-0.022763029,0,4.65118857,8.831699825,5.827755154,0,0,1.741181752,0.354802529,0,0,0.159734315,-0.783890903,0.5,0,1.741674466,0.36025131,0,4.65118857,12.43726046,-0.261160097,0,19.2,1.741181752,0.354802529,0,0,8.831699825,5.827755154,0,0,-0.72653511,-1.288276998,0.7,2.224997213,0.158955624,-0.783658791,0.3,0.210185105
0.682,0.160696889,-0.783296605,0.3,0.217049137,-0.724299504,-1.288299761,0.7,2.229648402,2.248043342,-0.023024189,0,4.67038857,8.809869889,5.890245407,0,0,1.750002567,0.360661506,0,0,0.161479909,-0.783533177,0.5,0,1.750477988,0.366175798,0,4.67038857,12.43829659,-0.262410682,0,19.2,1.750002567,0.360661506,0,0,8.809869889,5.890245407,0,0,-0.724299504,-1.288299761,0.7,2.229648402,0.160696889,-0.783296605,0.3,0.217049137
0.683,0.162446949,-0.782928473,0.3,0.223944545,-0.722051461,-1.288322785,0.7,2.234318791,2.260481638,-0.023286599,0,4.68958857,8.787683221,5.953010845,0,0,1.758801373,0.366583112,0,0,0.163234313,-0.78316956,0.5,0,1.759259051,0.372163239,0,4.68958857,12.43933406,-0.263654952,0,19.2,1.758801373,0.366583112,0,0,8.787683221,5.953010845,0,0,-0.722051461,-1.288322785,0.7,2.234318791,0.162446949,-0.782928473,0.3,0.223944545
0.684,0.16420578,-0.782554334,0.3,0.230871328,-0.719790979,-1.288346072,0.7,2.239008379,2.272920972,-0.023550254,0,4.70878857,8.765136126,6.016049574,0,0,1.767577813,0.372567619,0,0,0.164997505,-0.782799989,0.5,0,1.768017292,0.378213905,0,4.70878857,12.44037287,-0.264892832,0,19.2,1.767577813,0.372567619,0,0,8.765136126,6.016049574,0,0,-0.719790979,-1.288346072,0.7,2.239008379,0.16420578,-0.782554334,0.3,0.230871328
0.685,0.165973361,-0.782174123,0.3,0.237829488,-0.717518058,-1.288369622,0.7,2.243717168,2.285361345,-0.023815147,0,4.72798857,8.742224896,6.079359672,0,0,1.776331524,0.378615301,0,0,0.166769461,-0.782424403,0.5,0,1.776752343,0.384328064,0,4.72798857,12.44141299,-0.266124242,0,19.2,1.776331524,0.378615301,0,0,8.742224896,6.079359672,0,0,-0.717518058,-1.288369622,0.7,2.243717168,0.165973361,-0.782174123,0.3,0.237829488
0.686,0.167749667,-0.781787777,0.3,0.244819022,-0.715232697,-1.288393437,0.7,2.248445156,2.297802758,-0.024081271,0,4.74718857,8.718945811,6.142939186,0,0,1.78506214,0.384726428,0,0,0.16855016,-0.782042738,0.5,0,1.785463833,0.390505987,0,4.74718857,12.44245439,-0.267349105,0,19.2,1.78506214,0.384726428,0,0,8.718945811,6.142939186,0,0,-0.715232697,-1.288393437,0.7,2.248445156,0.167749667,-0.781787777,0.3,0.244819022
0.687,0.169534674,-0.781395233,0.3,0.251839932,-0.712934894,-1.288417518,0.7,2.253192345,2.310245212,-0.024348621,0,4.76638857,8.695295139,6.206786132,0,0,1.793769292,0.390901269,0,0,0.170339578,-0.781654929,0.5,0,1.794151388,0.396747937,0,4.76638857,12.44349706,-0.268567341,0,19.2,1.793769292,0.390901269,0,0,8.695295139,6.206786132,0,0,-0.712934894,-1.288417518,0.7,2.253192345,0.169534674,-0.781395233,0.3,0.251839932
0.688,0.17132836,-0.780996425,0.3,0.258892218,-0.710624649,-1.288441867,0.7,2.257958733,2.322688709,-0.024617188,0,4.78558857,8.671269136,6.270898493,0,0,1.802452605,0.397140089,0,0,0.172137691,-0.781260914,0.5,0,1.80281463,0.40305418,0,4.78558857,12.44454096,-0.26977887,0,19.2,1.802452605,0.397140089,0,0,8.671269136,6.270898493,0,0,-0.710624649,-1.288441867,0.7,2.257958733,0.17132836,-0.780996425,0.3,0.258892218
0.689,0.173130699,-0.780591291,0.3,0.265975878,-0.70830196,-1.288466484,0.7,2.262744322,2.33513325,-0.024886967,0,4.80478857,8.646864048,6.335274223,0,0,1.811111703,0.403443153,0,0,0.173944475,-0.780860628,0.5,0,1.811453176,0.409424977,0,4.80478857,12.44558609,-0.270983611,0,19.2,1.811111703,0.403443153,0,0,8.646864048,6.335274223,0,0,-0.70830196,-1.288466484,0.7,2.262744322,0.173130699,-0.780591291,0.3,0.265975878
0.69,0.174941667,-0.780179764,0.3,0.273090913,-0.705966827,-1.288491371,0.7,2.267549111,2.347578837,-0.02515795,0,4.82398857,8.622076106,6.399911242,0,0,1.819746206,0.409810724,0,0,0.175759906,-0.780454006,0.5,0,1.82006664,0.415860588,0,4.82398857,12.4466324,-0.272181483,0,19.2,1.819746206,0.409810724,0,0,8.622076106,6.399911242,0,0,-0.705966827,-1.288491371,0.7,2.267549111,0.174941667,-0.780179764,0.3,0.273090913
0.691,0.176761238,-0.779761781,0.3,0.280237322,-0.703619248,-1.288516529,0.7,2.272373099,2.360025469,-0.025430132,0,4.84318857,8.596901533,6.464807438,0,0,1.828355727,0.416243062,0,0,0.177583959,-0.780040985,0.5,0,1.828654632,0.42236127,0,4.84318857,12.44767988,-0.273372404,0,19.2,1.828355727,0.416243062,0,0,8.596901533,6.464807438,0,0,-0.703619248,-1.288516529,0.7,2.272373099,0.176761238,-0.779761781,0.3,0.280237322
0.692,0.178589386,-0.779337276,0.3,0.287415106,-0.701259223,-1.288541959,0.7,2.277216288,2.372473149,-0.025703504,0,4.86238857,8.571336541,6.529960668,0,0,1.836939879,0.422740425,0,0,0.179416609,-0.779621498,0.5,0,1.837216759,0.428927279,0,4.86238857,12.4487285,-0.274556289,0,19.2,1.836939879,0.422740425,0,0,8.571336541,6.529960668,0,0,-0.701259223,-1.288541959,0.7,2.277216288,0.178589386,-0.779337276,0.3,0.287415106
0.693,0.180426086,-0.778906183,0.3,0.294624264,-0.698886749,-1.288567663,0.7,2.282078676,2.384921877,-0.025978061,0,4.88158857,8.545377328,6.595368754,0,0,1.845498269,0.429303069,0,0,0.18125783,-0.779195482,0.5,0,1.845752623,0.435558868,0,4.88158857,12.44977824,-0.275733056,0,19.2,1.845498269,0.429303069,0,0,8.545377328,6.595368754,0,0,-0.698886749,-1.288567663,0.7,2.282078676,0.180426086,-0.778906183,0.3,0.294624264
0.694,0.182271312,-0.778468438,0.3,0.301864797,-0.696501827,-1.288593641,0.7,2.286960265,2.397371656,-0.026253794,0,4.90078857,8.519020086,6.661029487,0,0,1.854030501,0.435931247,0,0,0.183107597,-0.77876287,0.5,0,1.854261824,0.442256288,0,4.90078857,12.45082906,-0.276902619,0,19.2,1.854030501,0.435931247,0,0,8.519020086,6.661029487,0,0,-0.696501827,-1.288593641,0.7,2.286960265,0.182271312,-0.778468438,0.3,0.301864797
0.695,0.184125035,-0.778023974,0.3,0.309136703,-0.694104456,-1.288619895,0.7,2.291861053,2.409822485,-0.026530696,0,4.91998857,8.492260994,6.726940623,0,0,1.862536175,0.442625211,0,0,0.184965882,-0.778323598,0.5,0,1.862743956,0.449019788,0,4.91998857,12.45188094,-0.278064893,0,19.2,1.862536175,0.442625211,0,0,8.492260994,6.726940623,0,0,-0.694104456,-1.288619895,0.7,2.291861053,0.184125035,-0.778023974,0.3,0.309136703
0.696,0.18598723,-0.777572724,0.3,0.316439983,-0.691694633,-1.288646425,0.7,2.296781042,2.422274366,-0.026808761,0,4.93918857,8.465096221,6.793099884,0,0,1.871014887,0.449385211,0,0,0.18683266,-0.777877598,0.5,0,1.87119861,0.455849614,0,4.93918857,12.45293385,-0.279219793,0,19.2,1.871014887,0.449385211,0,0,8.465096221,6.793099884,0,0,-0.691694633,-1.288646425,0.7,2.296781042,0.18598723,-0.777572724,0.3,0.316439983
0.697,0.187857868,-0.777114624,0.3,0.323774638,-0.689272359,-1.288673234,0.7,2.301720231,2.434727299,-0.027087981,0,4.95838857,8.437521927,6.85950496,0,0,1.879466231,0.456211493,0,0,0.188707903,-0.777424805,0.5,0,1.879625373,0.462746009,0,4.95838857,12.45398777,-0.280367231,0,19.2,1.879466231,0.456211493,0,0,8.437521927,6.85950496,0,0,-0.689272359,-1.288673234,0.7,2.301720231,0.187857868,-0.777114624,0.3,0.323774638
0.698,0.189736922,-0.776649605,0.3,0.331140665,-0.686837632,-1.288700322,0.7,2.306678619,2.447181287,-0.027368348,0,4.97758857,8.409534263,6.926153504,0,0,1.887889793,0.463104302,0,0,0.190591583,-0.776965153,0.5,0,1.88802383,0.469709217,0,4.97758857,12.45504266,-0.281507118,0,19.2,1.887889793,0.463104302,0,0,8.409534263,6.926153504,0,0,-0.686837632,-1.288700322,0.7,2.306678619,0.189736922,-0.776649605,0.3,0.331140665
0.699,0.191624363,-0.776177601,0.3,0.338538067,-0.68439045,-1.28872769,0.7,2.311656208,2.45963633,-0.027649855,0,4.99678857,8.38112937,6.993043137,0,0,1.89628516,0.47006388,0,0,0.192483673,-0.776498574,0.5,0,1.896393559,0.476739476,0,4.99678857,12.45609849,-0.282639368,0,19.2,1.89628516,0.47006388,0,0,8.38112937,6.993043137,0,0,-0.68439045,-1.28872769,0.7,2.311656208,0.191624363,-0.776177601,0.3,0.338538067
0.7,0.193520162,-0.775698545,0.3,0.345966842,-0.681930814,-1.28875534,0.7,2.316652996,2.472092428,-0.027932495,0,5.01598857,8.352303381,7.060171442,0,0,1.904651912,0.477090468,0,0,0.194384144,-0.776025003,0.5,0,1.904734136,0.483837022,0,5.01598857,12.45715523,-0.283763891,0,19.2,1.904651912,0.477090468,0,0,8.352303381,7.060171442,0,0,-0.681930814,-1.28875534,0.7,2.316652996,0.193520162,-0.775698545,0.3,0.345966842
0.701,0.195424289,-0.77521237,0.3,0.35342699,-0.679458722,-1.288783273,0.7,2.321668985,2.484549584,-0.028216258,0,5.03518857,8.323052418,7.12753597,0,0,1.912989625,0.484184302,0,0,0.196292967,-0.775544371,0.5,0,1.913045133,0.491002091,0,5.03518857,12.45821285,-0.284880596,0,19.2,1.912989625,0.484184302,0,0,8.323052418,7.12753597,0,0,-0.679458722,-1.288783273,0.7,2.321668985,0.195424289,-0.77521237,0.3,0.35342699
0.702,0.197336716,-0.774719008,0.3,0.360918512,-0.676974172,-1.288811489,0.7,2.326704173,2.497007796,-0.028501139,0,5.05438857,8.293372596,7.195134233,0,0,1.921297874,0.491345617,0,0,0.198210113,-0.775056611,0.5,0,1.921326118,0.498234913,0,5.05438857,12.45927133,-0.285989393,0,19.2,1.921297874,0.491345617,0,0,8.293372596,7.195134233,0,0,-0.676974172,-1.288811489,0.7,2.326704173,0.197336716,-0.774719008,0.3,0.360918512
0.703,0.199257411,-0.774218391,0.3,0.368441408,-0.674477164,-1.28883999,0.7,2.331758562,2.509467068,-0.028787128,0,5.07358857,8.263260024,7.262963709,0,0,1.929576226,0.498574647,0,0,0.200135553,-0.774561657,0.5,0,1.929576655,0.505535719,0,5.07358857,12.46033062,-0.28709019,0,19.2,1.929576226,0.498574647,0,0,8.263260024,7.262963709,0,0,-0.674477164,-1.28883999,0.7,2.331758562,0.199257411,-0.774218391,0.3,0.368441408
0.704,0.201186345,-0.773710452,0.3,0.375995676,-0.671967697,-1.288868777,0.7,2.336832151,2.521927398,-0.029074219,0,5.09278857,8.232710799,7.331021841,0,0,1.937824248,0.505871621,0,0,0.202069256,-0.77405944,0.5,0,1.937796304,0.512904735,0,5.09278857,12.46139069,-0.288182895,0,19.2,1.937824248,0.505871621,0,0,8.232710799,7.331021841,0,0,-0.671967697,-1.288868777,0.7,2.336832151,0.201186345,-0.773710452,0.3,0.375995676
0.705,0.203123485,-0.773195121,0.3,0.383581318,-0.66944577,-1.288897851,0.7,2.341924939,2.534388789,-0.029362402,0,5.11198857,8.201721014,7.399306033,0,0,1.946041501,0.513236766,0,0,0.204011191,-0.773549891,0.5,0,1.945984621,0.520342185,0,5.11198857,12.46245152,-0.289267415,0,19.2,1.946041501,0.513236766,0,0,8.201721014,7.399306033,0,0,-0.66944577,-1.288897851,0.7,2.341924939,0.203123485,-0.773195121,0.3,0.383581318
0.706,0.205068801,-0.77267233,0.3,0.391198333,-0.666911381,-1.288927214,0.7,2.347036928,2.546851241,-0.029651669,0,5.13118857,8.170286752,7.467813653,0,0,1.954227542,0.520670308,0,0,0.205961328,-0.773032943,0.5,0,1.954141158,0.52784829,0,5.13118857,12.46351306,-0.290343656,0,19.2,1.954227542,0.520670308,0,0,8.170286752,7.467813653,0,0,-0.666911381,-1.288927214,0.7,2.347036928,0.205068801,-0.77267233,0.3,0.391198333
0.707,0.207022261,-0.772142011,0.3,0.398846721,-0.66436453,-1.288956866,0.7,2.352168116,2.559314754,-0.029942013,0,5.15038857,8.13840409,7.536542032,0,0,1.962381925,0.528172467,0,0,0.207919636,-0.772508528,0.5,0,1.962265463,0.535423269,0,5.15038857,12.46457528,-0.291411523,0,19.2,1.962381925,0.528172467,0,0,8.13840409,7.536542032,0,0,-0.66436453,-1.288956866,0.7,2.352168116,0.207022261,-0.772142011,0.3,0.398846721
0.708,0.208983832,-0.771604095,0.3,0.406526482,-0.661805215,-1.288986808,0.7,2.357318505,2.571779329,-0.030233424,0,5.16958857,8.1060691,7.605488465,0,0,1.970504199,0.535743464,0,0,0.209886081,-0.771976575,0.5,0,1.970357082,0.543067338,0,5.16958857,12.46563814,-0.292470921,0,19.2,1.970504199,0.535743464,0,0,8.1060691,7.605488465,0,0,-0.661805215,-1.288986808,0.7,2.357318505,0.208983832,-0.771604095,0.3,0.406526482
0.709,0.210953482,-0.771058513,0.3,0.414237617,-0.659233436,-1.289017041,0.7,2.362488093,2.584244967,-0.030525895,0,5.18878857,8.073277843,7.674650207,0,0,1.978593911,0.543383516,0,0,0.211860633,-0.771437018,0.5,0,1.978415554,0.55078071,0,5.18878857,12.46670161,-0.293521754,0,19.2,1.978593911,0.543383516,0,0,8.073277843,7.674650207,0,0,-0.659233436,-1.289017041,0.7,2.362488093,0.210953482,-0.771058513,0.3,0.414237617
0.71,0.212931176,-0.770505194,0.3,0.421980124,-0.656649191,-1.289047567,0.7,2.367676882,2.596711669,-0.030819417,0,5.20798857,8.040026379,7.744024475,0,0,1.986650602,0.551092836,0,0,0.213843258,-0.770889785,0.5,0,1.986440415,0.558563596,0,5.20798857,12.46776566,-0.294563924,0,19.2,1.986650602,0.551092836,0,0,8.040026379,7.744024475,0,0,-0.656649191,-1.289047567,0.7,2.367676882,0.212931176,-0.770505194,0.3,0.421980124
0.711,0.214916882,-0.769944071,0.3,0.429754005,-0.654052479,-1.289078386,0.7,2.372884871,2.609179434,-0.031113981,0,5.22718857,8.006310759,7.81360845,0,0,1.994673809,0.558871635,0,0,0.215833923,-0.770334809,0.5,0,1.9944312,0.566416202,0,5.22718857,12.46883024,-0.295597335,0,19.2,1.994673809,0.558871635,0,0,8.006310759,7.81360845,0,0,-0.654052479,-1.289078386,0.7,2.372884871,0.214916882,-0.769944071,0.3,0.429754005
0.712,0.216910565,-0.769375072,0.3,0.437559259,-0.6514433,-1.2891095,0.7,2.378112059,2.621648265,-0.031409578,0,5.24638857,7.972127029,7.883399272,0,0,2.002663067,0.566720121,0,0,0.217832595,-0.769772019,0.5,0,2.002387435,0.574338734,0,5.24638857,12.46989532,-0.296621887,0,19.2,2.002663067,0.566720121,0,0,7.972127029,7.883399272,0,0,-0.6514433,-1.2891095,0.7,2.378112059,0.216910565,-0.769375072,0.3,0.437559259
0.713,0.21891219,-0.768798128,0.3,0.445395886,-0.648821651,-1.28914091,0.7,2.383358448,2.63411816,-0.0317062,0,5.26558857,7.937471231,7.953394043,0,0,2.010617906,0.574638501,0,0,0.219839238,-0.769201345,0.5,0,2.010308645,0.582331394,0,5.26558857,12.47096085,-0.297637482,0,19.2,2.010617906,0.574638501,0,0,7.937471231,7.953394043,0,0,-0.648821651,-1.28914091,0.7,2.383358448,0.21891219,-0.768798128,0.3,0.445395886
0.714,0.220921722,-0.768213169,0.3,0.453263887,-0.646187533,-1.289172616,0.7,2.388624036,2.646589121,-0.032003837,0,5.28478857,7.902339401,8.023589826,0,0,2.018537851,0.582626977,0,0,0.221853819,-0.768622718,0.5,0,2.018194352,0.590394379,0,5.28478857,12.47202681,-0.298644019,0,19.2,2.018537851,0.582626977,0,0,7.902339401,8.023589826,0,0,-0.646187533,-1.289172616,0.7,2.388624036,0.220921722,-0.768213169,0.3,0.453263887
0.715,0.222939125,-0.767620124,0.3,0.461163261,-0.643540944,-1.28920462,0.7,2.393908825,2.659061148,-0.032302481,0,5.30398857,7.866727569,8.093983643,0,0,2.026422425,0.590685747,0,0,0.223876302,-0.768036068,0.5,0,2.026044072,0.598527886,0,5.30398857,12.47309314,-0.299641397,0,19.2,2.026422425,0.590685747,0,0,7.866727569,8.093983643,0,0,-0.643540944,-1.28920462,0.7,2.393908825,0.222939125,-0.767620124,0.3,0.461163261
0.716,0.224964364,-0.767018923,0.3,0.469094008,-0.640881883,-1.289236922,0.7,2.399212813,2.671534241,-0.032602123,0,5.32318857,7.830631764,8.164572478,0,0,2.034271145,0.598815009,0,0,0.225906652,-0.767441323,0.5,0,2.033857317,0.606732107,0,5.32318857,12.4741598,-0.300629516,0,19.2,2.034271145,0.598815009,0,0,7.830631764,8.164572478,0,0,-0.640881883,-1.289236922,0.7,2.399212813,0.224964364,-0.767018923,0.3,0.469094008
0.717,0.226997401,-0.766409495,0.3,0.477056129,-0.638210349,-1.289269524,0.7,2.404536002,2.6840084,-0.032902752,0,5.34238857,7.794048008,8.235353274,0,0,2.042083525,0.607014956,0,0,0.227944832,-0.766838414,0.5,0,2.041633596,0.615007232,0,5.34238857,12.47522677,-0.301608272,0,19.2,2.042083525,0.607014956,0,0,7.794048008,8.235353274,0,0,-0.638210349,-1.289269524,0.7,2.404536002,0.226997401,-0.766409495,0.3,0.477056129
0.718,0.229038199,-0.765791769,0.3,0.485049623,-0.63552634,-1.289302427,0.7,2.409878391,2.696483627,-0.033204361,0,5.36158857,7.756972322,8.306322934,0,0,2.049859077,0.615285778,0,0,0.229990806,-0.76622727,0.5,0,2.049372415,0.623353446,0,5.36158857,12.47629398,-0.302577563,0,19.2,2.049859077,0.615285778,0,0,7.756972322,8.306322934,0,0,-0.63552634,-1.289302427,0.7,2.409878391,0.229038199,-0.765791769,0.3,0.485049623
0.719,0.231086721,-0.765165674,0.3,0.493074491,-0.632829857,-1.289335632,0.7,2.415239979,2.708959921,-0.033506938,0,5.38078857,7.719400722,8.377478318,0,0,2.057597305,0.623627664,0,0,0.232044538,-0.765607819,0.5,0,2.057073272,0.631770935,0,5.38078857,12.47736141,-0.303537284,0,19.2,2.057597305,0.623627664,0,0,7.719400722,8.377478318,0,0,-0.632829857,-1.289335632,0.7,2.415239979,0.231086721,-0.765165674,0.3,0.493074491
0.72,0.233142928,-0.764531139,0.3,0.501130732,-0.630120897,-1.289369139,0.7,2.420620768,2.721437283,-0.033810476,0,5.39998857,7.68132922,8.448816248,0,0,2.065297712,0.632040796,0,0,0.234105988,-0.764979991,0.5,0,2.064735667,0.640259876,0,5.39998857,12.47842901,-0.304487332,0,19.2,2.065297712,0.632040796,0,0,7.68132922,8.448816248,0,0,-0.630120897,-1.289369139,0.7,2.420620768,0.233142928,-0.764531139,0.3,0.501130732
0.721,0.235206782,-0.763888091,0.3,0.509218348,-0.627399459,-1.289402949,0.7,2.426020756,2.733915712,-0.034114963,0,5.41918857,7.642753829,8.520333502,0,0,2.072959795,0.640525356,0,0,0.23617512,-0.764343714,0.5,0,2.07235909,0.648820448,0,5.41918857,12.47949673,-0.305427601,0,19.2,2.072959795,0.640525356,0,0,7.642753829,8.520333502,0,0,-0.627399459,-1.289402949,0.7,2.426020756,0.235206782,-0.763888091,0.3,0.509218348
0.722,0.237278244,-0.763236461,0.3,0.517337337,-0.624665544,-1.289437064,0.7,2.431439945,2.746395208,-0.03442039,0,5.43838857,-1.754220455,5.623119719,0,0,2.072287837,0.646482717,0,0,0.238248221,-0.763700062,0.5,0,2.079943031,0.657452823,0,5.43838857,-6.442589671,-0.078286219,0,19.2,2.072287837,0.646482717,0,0,-1.754220455,5.623119719,0,0,-0.624665544,-1.289437064,0.7,2.431439945,0.237278244,-0.763236461,0.3,0.517337337
0.723,0.239357274,-0.762576174,0.3,0.5254877,-0.621919149,-1.289471484,0.7,2.436878333,2.739952619,-0.034498677,0,5.45758857,-1.769472223,5.618338974,0,0,2.07052599,0.65210345,0,0,0.240319629,-0.763050769,0.5,0,2.073164113,0.661589685,0,5.45758857,-2.596210916,0.038121834,0,19.2,2.07052599,0.65210345,0,0,-1.769472223,5.618338974,0,0,-0.621919149,-1.289471484,0.7,2.436878333,0.239357274,-0.762576174,0.3,0.5254877
0.724,0.241429521,-0.761911767,0.3,0.533650743,-0.619179196,-1.289505983,0.7,2.442335922,2.737356408,-0.034460555,0,5.47678857,-1.784710963,5.613516861,0,0,2.068748897,0.657719381,0,0,0.242389268,-0.762395857,0.5,0,2.06936804,0.666590416,0,5.47678857,-1.042566621,0.060096524,0,19.2,2.068748897,0.657719381,0,0,-1.784710963,5.613516861,0,0,-0.619179196,-1.289505983,0.7,2.442335922,0.241429521,-0.761911767,0.3,0.533650743
0.725,0.243497967,-0.761242367,0.3,0.541830427,-0.61644184,-1.289540444,0.7,2.447812711,2.736313841,-0.034400458,0,5.49598857,-1.799936561,5.608653417,0,0,2.066956572,0.663330469,0,0,0.244457122,-0.761735332,0.5,0,2.066755005,0.671944782,0,5.49598857,-0.415141378,0.05908921,0,19.2,2.066956572,0.663330469,0,0,-1.799936561,5.608653417,0,0,-0.61644184,-1.289540444,0.7,2.447812711,0.243497967,-0.761242367,0.3,0.541830427
