time,xe_p(1),xe_p(2),xe_p(3),xe_theta,"q(1,1)","q(2,1)","q(3,1)","q(4,1)","q?(1,1)","q?(2,1)","q?(3,1)","q?(4,1)",From Workspace1:1(1),From Workspace1:1(2),From Workspace1:1(3),From Workspace2:1,From Workspace4:1(1),From Workspace4:1(2),From Workspace4:1(3),theta_dot,pd(1),pd(2),pd(3),theta,"?e(1,1)","?e(2,1)","?e(3,1)","?e(4,1)","q_dot_dot(1,1)","q_dot_dot(2,1)","q_dot_dot(3,1)","q_dot_dot(4,1)",?d(1),?d(2),?d(3),?d(4),?(1),?(2),?(3),?(4),"Reshape(1,1)","Reshape(2,1)","Reshape(3,1)","Reshape(4,1)",xe_p(1),xe_p(2),xe_p(3),xe_theta
1.514,0.797307788,0.003570027,0.3,11.20837393,0.652439131,-1.295923118,0.7,11.85185792,-0.00249875,0.001764471,0,13.23970932,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.233877063,0,0.00053825,-0.001286475,0,13.23970932,0.000754466,-0.000340297,0,-20.16746205,0,0,-1.151638343,0,0,0,0,0,0.652439131,-1.295923118,0.7,11.85185792,0.797307788,0.003570027,0.3,11.20837393
1.515,0.797308326,0.003568741,0.3,11.22161291,0.652436632,-1.295921353,0.7,11.86509763,-0.002497995,0.001764131,0,13.21954186,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.232725425,0,0.000538142,-0.001286011,0,13.21954186,0.000754225,-0.000340237,0,-20.27801933,0,0,-1.151638343,0,0,0,0,0,0.652436632,-1.295921353,0.7,11.86509763,0.797308326,0.003568741,0.3,11.22161291
1.516,0.797308864,0.003567455,0.3,11.23483172,0.652434134,-1.295919589,0.7,11.87831717,-0.002497241,0.001763791,0,13.19926384,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.231573787,0,0.000538035,-0.001285548,0,13.19926384,0.000753983,-0.000340178,0,-20.38857661,0,0,-1.151638343,0,0,0,0,0,0.652434134,-1.295919589,0.7,11.87831717,0.797308864,0.003567455,0.3,11.23483172
1.517,0.797309402,0.003566169,0.3,11.24803025,0.652431637,-1.295917825,0.7,11.89151644,-0.002496487,0.001763451,0,13.17887526,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.230422148,0,0.000537928,-0.001285084,0,13.17887526,0.000753742,-0.000340118,0,-20.49913389,0,0,-1.151638343,0,0,0,0,0,0.652431637,-1.295917825,0.7,11.89151644,0.797309402,0.003566169,0.3,11.24803025
1.518,0.79730994,0.003564884,0.3,11.26120839,0.652429141,-1.295916062,0.7,11.90469531,-0.002495733,0.00176311,0,13.15837613,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.22927051,0,0.00053782,-0.001284621,0,13.15837613,0.000753501,-0.000340058,0,-20.60969117,0,0,-1.151638343,0,0,0,0,0,0.652429141,-1.295916062,0.7,11.90469531,0.79730994,0.003564884,0.3,11.26120839
1.519,0.797310478,0.003563599,0.3,11.27436603,0.652426645,-1.295914299,0.7,11.91785369,-0.00249498,0.00176277,0,13.13776644,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.228118871,0,0.000537713,-0.001284158,0,13.13776644,0.00075326,-0.000339998,0,-20.72024845,0,0,-1.151638343,0,0,0,0,0,0.652426645,-1.295914299,0.7,11.91785369,0.797310478,0.003563599,0.3,11.27436603
1.52,0.797311016,0.003562315,0.3,11.28750307,0.65242415,-1.295912536,0.7,11.93099145,-0.002494226,0.00176243,0,13.11704619,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.226967233,0,0.000537605,-0.001283695,0,13.11704619,0.000753019,-0.000339939,0,-20.83080573,0,0,-1.151638343,0,0,0,0,0,0.65242415,-1.295912536,0.7,11.93099145,0.797311016,0.003562315,0.3,11.28750307
1.521,0.797311554,0.003561032,0.3,11.30061938,0.652421656,-1.295910774,0.7,11.9441085,-0.002493473,0.00176209,0,13.09621539,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.225815595,0,0.000537498,-0.001283233,0,13.09621539,0.000752778,-0.000339879,0,-20.94136301,0,0,-1.151638343,0,0,0,0,0,0.652421656,-1.295910774,0.7,11.9441085,0.797311554,0.003561032,0.3,11.30061938
1.522,0.797312091,0.003559748,0.3,11.31371487,0.652419162,-1.295909011,0.7,11.95720472,-0.002492721,0.001761751,0,13.07527402,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.224663956,0,0.000537391,-0.00128277,0,13.07527402,0.000752537,-0.000339819,0,-21.05192029,0,0,-1.151638343,0,0,0,0,0,0.652419162,-1.295909011,0.7,11.95720472,0.797312091,0.003559748,0.3,11.31371487
1.523,0.797312628,0.003558466,0.3,11.32678941,0.65241667,-1.29590725,0.7,11.97027999,-0.002491968,0.001761411,0,13.0542221,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.223512318,0,0.000537283,-0.001282308,0,13.0542221,0.000752296,-0.000339759,0,-21.16247757,0,0,-1.151638343,0,0,0,0,0,0.65241667,-1.29590725,0.7,11.97027999,0.797312628,0.003558466,0.3,11.32678941
1.524,0.797313166,0.003557183,0.3,11.3398429,0.652414178,-1.295905488,0.7,11.98333421,-0.002491216,0.001761071,0,13.03305962,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.22236068,0,0.000537176,-0.001281846,0,13.03305962,0.000752055,-0.0003397,0,-21.27303485,0,0,-1.151638343,0,0,0,0,0,0.652414178,-1.295905488,0.7,11.98333421,0.797313166,0.003557183,0.3,11.3398429
1.525,0.797313703,0.003555901,0.3,11.35287523,0.652411686,-1.295903727,0.7,11.99636727,-0.002490464,0.001760731,0,13.01178659,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.221209041,0,0.000537069,-0.001281384,0,13.01178659,0.000751814,-0.00033964,0,-21.38359214,0,0,-1.151638343,0,0,0,0,0,0.652411686,-1.295903727,0.7,11.99636727,0.797313703,0.003555901,0.3,11.35287523
1.526,0.79731424,0.00355462,0.3,11.36588629,0.652409196,-1.295901966,0.7,12.00937906,-0.002489712,0.001760392,0,12.990403,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.220057403,0,0.000536962,-0.001280922,0,12.990403,0.000751574,-0.00033958,0,-21.49414942,0,0,-1.151638343,0,0,0,0,0,0.652409196,-1.295901966,0.7,12.00937906,0.79731424,0.00355462,0.3,11.36588629
1.527,0.797314777,0.003553339,0.3,11.37887596,0.652406706,-1.295900206,0.7,12.02236946,-0.00248896,0.001760052,0,12.96890885,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.218905765,0,0.000536854,-0.00128046,0,12.96890885,0.000751333,-0.00033952,0,-21.6047067,0,0,-1.151638343,0,0,0,0,0,0.652406706,-1.295900206,0.7,12.02236946,0.797314777,0.003553339,0.3,11.37887596
1.528,0.797315314,0.003552059,0.3,11.39184414,0.652404217,-1.295898446,0.7,12.03533837,-0.002488209,0.001759713,0,12.94730414,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.217754126,0,0.000536747,-0.001279999,0,12.94730414,0.000751093,-0.000339461,0,-21.71526398,0,0,-1.151638343,0,0,0,0,0,0.652404217,-1.295898446,0.7,12.03533837,0.797315314,0.003552059,0.3,11.39184414
1.529,0.797315851,0.003550779,0.3,11.40479072,0.652401729,-1.295896686,0.7,12.04828567,-0.002487458,0.001759373,0,12.92558888,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.216602488,0,0.00053664,-0.001279537,0,12.92558888,0.000750852,-0.000339401,0,-21.82582126,0,0,-1.151638343,0,0,0,0,0,0.652401729,-1.295896686,0.7,12.04828567,0.797315851,0.003550779,0.3,11.40479072
1.53,0.797316387,0.003549499,0.3,11.41771558,0.652399242,-1.295894927,0.7,12.06121126,-0.002486707,0.001759034,0,12.90376306,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.21545085,0,0.000536533,-0.001279076,0,12.90376306,0.000750612,-0.000339341,0,-21.93637854,0,0,-1.151638343,0,0,0,0,0,0.652399242,-1.295894927,0.7,12.06121126,0.797316387,0.003549499,0.3,11.41771558
1.531,0.797316924,0.00354822,0.3,11.43061861,0.652396755,-1.295893168,0.7,12.07411503,-0.002485956,0.001758694,0,12.88182668,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.214299211,0,0.000536426,-0.001278615,0,12.88182668,0.000750372,-0.000339281,0,-22.04693582,0,0,-1.151638343,0,0,0,0,0,0.652396755,-1.295893168,0.7,12.07411503,0.797316924,0.00354822,0.3,11.43061861
1.532,0.79731746,0.003546941,0.3,11.44349971,0.652394269,-1.295891409,0.7,12.08699685,-0.002485206,0.001758355,0,12.85977974,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.213147573,0,0.000536319,-0.001278154,0,12.85977974,0.000750132,-0.000339222,0,-22.1574931,0,0,-1.151638343,0,0,0,0,0,0.652394269,-1.295891409,0.7,12.08699685,0.79731746,0.003546941,0.3,11.44349971
1.533,0.797317996,0.003545663,0.3,11.45635877,0.652391784,-1.295889651,0.7,12.09985663,-0.002484456,0.001758016,0,12.83762225,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.211995935,0,0.000536212,-0.001277693,0,12.83762225,0.000749892,-0.000339162,0,-22.26805038,0,0,-1.151638343,0,0,0,0,0,0.652391784,-1.295889651,0.7,12.09985663,0.797317996,0.003545663,0.3,11.45635877
1.534,0.797318533,0.003544386,0.3,11.46919566,0.652389299,-1.295887893,0.7,12.11269425,-0.002483706,0.001757677,0,12.8153542,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.210844296,0,0.000536104,-0.001277233,0,12.8153542,0.000749652,-0.000339102,0,-22.37860766,0,0,-1.151638343,0,0,0,0,0,0.652389299,-1.295887893,0.7,12.11269425,0.797318533,0.003544386,0.3,11.46919566
1.535,0.797319069,0.003543108,0.3,11.48201029,0.652386816,-1.295886135,0.7,12.12550961,-0.002482956,0.001757338,0,12.79297559,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.209692658,0,0.000535997,-0.001276773,0,12.79297559,0.000749412,-0.000339043,0,-22.48916494,0,0,-1.151638343,0,0,0,0,0,0.652386816,-1.295886135,0.7,12.12550961,0.797319069,0.003543108,0.3,11.48201029
1.536,0.797319605,0.003541832,0.3,11.49480254,0.652384333,-1.295884378,0.7,12.13830258,-0.002482207,0.001756998,0,12.77048643,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.20854102,0,0.00053589,-0.001276312,0,12.77048643,0.000749172,-0.000338983,0,-22.59972222,0,0,-1.151638343,0,0,0,0,0,0.652384333,-1.295884378,0.7,12.13830258,0.797319605,0.003541832,0.3,11.49480254
1.537,0.797320141,0.003540555,0.3,11.5075723,0.65238185,-1.295882621,0.7,12.15107307,-0.002481458,0.00175666,0,12.7478867,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.207389381,0,0.000535783,-0.001275852,0,12.7478867,0.000748933,-0.000338923,0,-22.71027951,0,0,-1.151638343,0,0,0,0,0,0.65238185,-1.295882621,0.7,12.15107307,0.797320141,0.003540555,0.3,11.5075723
1.538,0.797320676,0.003539279,0.3,11.52031946,0.652379369,-1.295880864,0.7,12.16382096,-0.002480709,0.001756321,0,12.72517642,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.206237743,0,0.000535676,-0.001275392,0,12.72517642,0.000748693,-0.000338864,0,-22.82083679,0,0,-1.151638343,0,0,0,0,0,0.652379369,-1.295880864,0.7,12.16382096,0.797320676,0.003539279,0.3,11.52031946
1.539,0.797321212,0.003538004,0.3,11.53304391,0.652376888,-1.295879108,0.7,12.17654613,-0.00247996,0.001755982,0,12.70235559,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.205086105,0,0.000535569,-0.001274933,0,12.70235559,0.000748453,-0.000338804,0,-22.93139407,0,0,-1.151638343,0,0,0,0,0,0.652376888,-1.295879108,0.7,12.17654613,0.797321212,0.003538004,0.3,11.53304391
1.54,0.797321748,0.003536729,0.3,11.54574555,0.652374408,-1.295877352,0.7,12.18924849,-0.002479212,0.001755643,0,12.67942419,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.203934466,0,0.000535462,-0.001274473,0,12.67942419,0.000748214,-0.000338744,0,-23.04195135,0,0,-1.151638343,0,0,0,0,0,0.652374408,-1.295877352,0.7,12.18924849,0.797321748,0.003536729,0.3,11.54574555
1.541,0.797322283,0.003535455,0.3,11.55842425,0.652371929,-1.295875596,0.7,12.20192791,-0.002478464,0.001755304,0,12.65638224,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.202782828,0,0.000535356,-0.001274014,0,12.65638224,0.000747975,-0.000338685,0,-23.15250863,0,0,-1.151638343,0,0,0,0,0,0.652371929,-1.295875596,0.7,12.20192791,0.797322283,0.003535455,0.3,11.55842425
1.542,0.797322818,0.003534181,0.3,11.57107991,0.652369451,-1.295873841,0.7,12.2145843,-0.002477716,0.001754965,0,12.63322973,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.20163119,0,0.000535249,-0.001273555,0,12.63322973,0.000747735,-0.000338625,0,-23.26306591,0,0,-1.151638343,0,0,0,0,0,0.652369451,-1.295873841,0.7,12.2145843,0.797322818,0.003534181,0.3,11.57107991
1.543,0.797323354,0.003532907,0.3,11.58371241,0.652366973,-1.295872086,0.7,12.22721753,-0.002476968,0.001754627,0,12.60996667,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.200479551,0,0.000535142,-0.001273096,0,12.60996667,0.000747496,-0.000338565,0,-23.37362319,0,0,-1.151638343,0,0,0,0,0,0.652366973,-1.295872086,0.7,12.22721753,0.797323354,0.003532907,0.3,11.58371241
1.544,0.797323889,0.003531634,0.3,11.59632166,0.652364496,-1.295870331,0.7,12.23982749,-0.00247622,0.001754288,0,12.58659304,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.199327913,0,0.000535035,-0.001272637,0,12.58659304,0.000747257,-0.000338506,0,-23.48418047,0,0,-1.151638343,0,0,0,0,0,0.652364496,-1.295870331,0.7,12.23982749,0.797323889,0.003531634,0.3,11.59632166
1.545,0.797324424,0.003530361,0.3,11.60890753,0.65236202,-1.295868577,0.7,12.25241409,-0.002475473,0.00175395,0,12.56310886,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.198176275,0,0.000534928,-0.001272178,0,12.56310886,0.000747018,-0.000338446,0,-23.59473775,0,0,-1.151638343,0,0,0,0,0,0.65236202,-1.295868577,0.7,12.25241409,0.797324424,0.003530361,0.3,11.60890753
1.546,0.797324959,0.003529089,0.3,11.62146992,0.652359544,-1.295866823,0.7,12.26497719,-0.002474726,0.001753611,0,12.53951413,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.197024636,0,0.000534821,-0.00127172,0,12.53951413,0.000746779,-0.000338387,0,-23.70529503,0,0,-1.151638343,0,0,0,0,0,0.652359544,-1.295866823,0.7,12.26497719,0.797324959,0.003529089,0.3,11.62146992
1.547,0.797325494,0.003527817,0.3,11.63400871,0.652357069,-1.295865069,0.7,12.27751671,-0.002473979,0.001753273,0,12.51580883,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.195872998,0,0.000534714,-0.001271261,0,12.51580883,0.00074654,-0.000338327,0,-23.81585231,0,0,-1.151638343,0,0,0,0,0,0.652357069,-1.295865069,0.7,12.27751671,0.797325494,0.003527817,0.3,11.63400871
1.548,0.797326028,0.003526546,0.3,11.6465238,0.652354595,-1.295863316,0.7,12.29003252,-0.002473233,0.001752935,0,12.49199298,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.19472136,0,0.000534608,-0.001270803,0,12.49199298,0.000746301,-0.000338267,0,-23.9264096,0,0,-1.151638343,0,0,0,0,0,0.652354595,-1.295863316,0.7,12.29003252,0.797326028,0.003526546,0.3,11.6465238
1.549,0.797326563,0.003525275,0.3,11.65901507,0.652352122,-1.295861563,0.7,12.30252451,-0.002472486,0.001752596,0,12.46806657,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.193569721,0,0.000534501,-0.001270345,0,12.46806657,0.000746062,-0.000338208,0,-24.03696688,0,0,-1.151638343,0,0,0,0,0,0.652352122,-1.295861563,0.7,12.30252451,0.797326563,0.003525275,0.3,11.65901507
1.55,0.797327097,0.003524005,0.3,11.67148242,0.65234965,-1.295859811,0.7,12.31499258,-0.00247174,0.001752258,0,12.4440296,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.192418083,0,0.000534394,-0.001269887,0,12.4440296,0.000745824,-0.000338148,0,-24.14752416,0,0,-1.151638343,0,0,0,0,0,0.65234965,-1.295859811,0.7,12.31499258,0.797327097,0.003524005,0.3,11.67148242
1.551,0.797327632,0.003522735,0.3,11.68392573,0.652347178,-1.295858058,0.7,12.32743661,-0.002470995,0.00175192,0,12.41988208,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.191266445,0,0.000534288,-0.001269429,0,12.41988208,0.000745585,-0.000338089,0,-24.25808144,0,0,-1.151638343,0,0,0,0,0,0.652347178,-1.295858058,0.7,12.32743661,0.797327632,0.003522735,0.3,11.68392573
1.552,0.797328166,0.003521466,0.3,11.69634489,0.652344707,-1.295856306,0.7,12.33985649,-0.002470249,0.001751582,0,12.395624,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.190114806,0,0.000534181,-0.001268972,0,12.395624,0.000745346,-0.000338029,0,-24.36863872,0,0,-1.151638343,0,0,0,0,0,0.652344707,-1.295856306,0.7,12.33985649,0.797328166,0.003521466,0.3,11.69634489
1.553,0.7973287,0.003520197,0.3,11.70873979,0.652342237,-1.295854555,0.7,12.35225211,-0.002469504,0.001751244,0,12.37125536,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.188963168,0,0.000534074,-0.001268514,0,12.37125536,0.000745108,-0.00033797,0,-24.479196,0,0,-1.151638343,0,0,0,0,0,0.652342237,-1.295854555,0.7,12.35225211,0.7973287,0.003520197,0.3,11.70873979
1.554,0.797329234,0.003518928,0.3,11.72111033,0.652339767,-1.295852804,0.7,12.36462337,-0.002468759,0.001750906,0,12.34677616,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.187811529,0,0.000533968,-0.001268057,0,12.34677616,0.00074487,-0.00033791,0,-24.58975328,0,0,-1.151638343,0,0,0,0,0,0.652339767,-1.295852804,0.7,12.36462337,0.797329234,0.003518928,0.3,11.72111033
1.555,0.797329768,0.00351766,0.3,11.73345639,0.652337298,-1.295851053,0.7,12.37697014,-0.002468014,0.001750568,0,12.32218641,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.186659891,0,0.000533861,-0.0012676,0,12.32218641,0.000744631,-0.00033785,0,-24.70031056,0,0,-1.151638343,0,0,0,0,0,0.652337298,-1.295851053,0.7,12.37697014,0.797329768,0.00351766,0.3,11.73345639
1.556,0.797330302,0.003516392,0.3,11.74577786,0.65233483,-1.295849302,0.7,12.38929233,-0.002467269,0.00175023,0,12.2974861,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.185508253,0,0.000533754,-0.001267143,0,12.2974861,0.000744393,-0.000337791,0,-24.81086784,0,0,-1.151638343,0,0,0,0,0,0.65233483,-1.295849302,0.7,12.38929233,0.797330302,0.003516392,0.3,11.74577786
1.557,0.797330836,0.003515125,0.3,11.75807463,0.652332363,-1.295847552,0.7,12.40158982,-0.002466525,0.001749892,0,12.27267523,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.184356614,0,0.000533648,-0.001266687,0,12.27267523,0.000744155,-0.000337731,0,-24.92142512,0,0,-1.151638343,0,0,0,0,0,0.652332363,-1.295847552,0.7,12.40158982,0.797330836,0.003515125,0.3,11.75807463
1.558,0.79733137,0.003513859,0.3,11.77034659,0.652329897,-1.295845802,0.7,12.41386249,-0.00246578,0.001749555,0,12.2477538,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.183204976,0,0.000533541,-0.00126623,0,12.2477538,0.000743917,-0.000337672,0,-25.0319824,0,0,-1.151638343,0,0,0,0,0,0.652329897,-1.295845802,0.7,12.41386249,0.79733137,0.003513859,0.3,11.77034659
1.559,0.797331903,0.003512592,0.3,11.78259362,0.652327431,-1.295844053,0.7,12.42611025,-0.002465037,0.001749217,0,12.22272182,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.182053338,0,0.000533435,-0.001265774,0,12.22272182,0.000743679,-0.000337612,0,-25.14253969,0,0,-1.151638343,0,0,0,0,0,0.652327431,-1.295844053,0.7,12.42611025,0.797331903,0.003512592,0.3,11.78259362
1.56,0.797332437,0.003511327,0.3,11.79481563,0.652324966,-1.295842303,0.7,12.43833297,-0.002464293,0.001748879,0,12.19757928,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.180901699,0,0.000533328,-0.001265317,0,12.19757928,0.000743441,-0.000337553,0,-25.25309697,0,0,-1.151638343,0,0,0,0,0,0.652324966,-1.295842303,0.7,12.43833297,0.797332437,0.003511327,0.3,11.79481563
1.561,0.79733297,0.003510061,0.3,11.80701249,0.652322502,-1.295840554,0.7,12.45053055,-0.002463549,0.001748542,0,12.17232619,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.179750061,0,0.000533222,-0.001264861,0,12.17232619,0.000743203,-0.000337493,0,-25.36365425,0,0,-1.151638343,0,0,0,0,0,0.652322502,-1.295840554,0.7,12.45053055,0.79733297,0.003510061,0.3,11.80701249
1.562,0.797333503,0.003508796,0.3,11.8191841,0.652320038,-1.295838806,0.7,12.46270287,-0.002462806,0.001748204,0,12.14696253,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.178598423,0,0.000533115,-0.001264405,0,12.14696253,0.000742965,-0.000337434,0,-25.47421153,0,0,-1.151638343,0,0,0,0,0,0.652320038,-1.295838806,0.7,12.46270287,0.797333503,0.003508796,0.3,11.8191841
1.563,0.797334036,0.003507532,0.3,11.83133035,0.652317575,-1.295837058,0.7,12.47484984,-0.002462063,0.001747867,0,12.12148832,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.177446784,0,0.000533009,-0.00126395,0,12.12148832,0.000742728,-0.000337374,0,-25.58476881,0,0,-1.151638343,0,0,0,0,0,0.652317575,-1.295837058,0.7,12.47484984,0.797334036,0.003507532,0.3,11.83133035
1.564,0.797334569,0.003506268,0.3,11.84345113,0.652315113,-1.29583531,0.7,12.48697132,-0.002461321,0.00174753,0,12.09590355,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.176295146,0,0.000532902,-0.001263494,0,12.09590355,0.00074249,-0.000337315,0,-25.69532609,0,0,-1.151638343,0,0,0,0,0,0.652315113,-1.29583531,0.7,12.48697132,0.797334569,0.003506268,0.3,11.84345113
1.565,0.797335102,0.003505005,0.3,11.85554632,0.652312652,-1.295833562,0.7,12.49906723,-0.002460578,0.001747192,0,12.07020822,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.175143508,0,0.000532796,-0.001263039,0,12.07020822,0.000742253,-0.000337255,0,-25.80588337,0,0,-1.151638343,0,0,0,0,0,0.652312652,-1.295833562,0.7,12.49906723,0.797335102,0.003505005,0.3,11.85554632
1.566,0.797335635,0.003503742,0.3,11.86761581,0.652310191,-1.295831815,0.7,12.51113744,-0.002459836,0.001746855,0,12.04440234,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.173991869,0,0.000532689,-0.001262584,0,12.04440234,0.000742015,-0.000337196,0,-25.91644065,0,0,-1.151638343,0,0,0,0,0,0.652310191,-1.295831815,0.7,12.51113744,0.797335635,0.003503742,0.3,11.86761581
1.567,0.797336168,0.003502479,0.3,11.8796595,0.652307731,-1.295830068,0.7,12.52318184,-0.002459094,0.001746518,0,12.0184859,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.172840231,0,0.000532583,-0.001262128,0,12.0184859,0.000741778,-0.000337136,0,-26.02699793,0,0,-1.151638343,0,0,0,0,0,0.652307731,-1.295830068,0.7,12.52318184,0.797336168,0.003502479,0.3,11.8796595
1.568,0.7973367,0.003501217,0.3,11.89167727,0.652305272,-1.295828322,0.7,12.53520032,-0.002458352,0.001746181,0,11.9924589,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.171688593,0,0.000532477,-0.001261674,0,11.9924589,0.000741541,-0.000337077,0,-26.13755521,0,0,-1.151638343,0,0,0,0,0,0.652305272,-1.295828322,0.7,12.53520032,0.7973367,0.003501217,0.3,11.89167727
1.569,0.797337233,0.003499955,0.3,11.90366902,0.652302814,-1.295826576,0.7,12.54719278,-0.00245761,0.001745844,0,11.96632135,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.170536954,0,0.00053237,-0.001261219,0,11.96632135,0.000741304,-0.000337017,0,-26.24811249,0,0,-1.151638343,0,0,0,0,0,0.652302814,-1.295826576,0.7,12.54719278,0.797337233,0.003499955,0.3,11.90366902
1.57,0.797337765,0.003498694,0.3,11.91563463,0.652300356,-1.29582483,0.7,12.5591591,-0.002456869,0.001745507,0,11.94007324,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.169385316,0,0.000532264,-0.001260764,0,11.94007324,0.000741066,-0.000336958,0,-26.35866978,0,0,-1.151638343,0,0,0,0,0,0.652300356,-1.29582483,0.7,12.5591591,0.797337765,0.003498694,0.3,11.91563463
1.571,0.797338297,0.003497433,0.3,11.92757399,0.652297899,-1.295823084,0.7,12.57109918,-0.002456128,0.00174517,0,11.91371457,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.168233678,0,0.000532158,-0.00126031,0,11.91371457,0.000740829,-0.000336899,0,-26.46922706,0,0,-1.151638343,0,0,0,0,0,0.652297899,-1.295823084,0.7,12.57109918,0.797338297,0.003497433,0.3,11.92757399
1.572,0.797338829,0.003496173,0.3,11.939487,0.652295443,-1.295821339,0.7,12.58301289,-0.002455387,0.001744833,0,11.88724534,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.167082039,0,0.000532052,-0.001259856,0,11.88724534,0.000740592,-0.000336839,0,-26.57978434,0,0,-1.151638343,0,0,0,0,0,0.652295443,-1.295821339,0.7,12.58301289,0.797338829,0.003496173,0.3,11.939487
1.573,0.797339362,0.003494913,0.3,11.95137353,0.652292988,-1.295819594,0.7,12.59490014,-0.002454647,0.001744496,0,11.86066555,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.165930401,0,0.000531945,-0.001259401,0,11.86066555,0.000740356,-0.00033678,0,-26.69034162,0,0,-1.151638343,0,0,0,0,0,0.652292988,-1.295819594,0.7,12.59490014,0.797339362,0.003494913,0.3,11.95137353
1.574,0.797339893,0.003493654,0.3,11.96323349,0.652290533,-1.29581785,0.7,12.6067608,-0.002453906,0.001744159,0,11.83397521,0,0,0,0,0,0,-1.151638343,0,0.8,2.54072E-34,0.164778763,0,0.000531839,-0.001258948,0,11.83397521,0.000740119,-0.00033672,0,-26.8008989,0,0,-1.151638343,0,0,0,0,0,0.652290533,-1.29581785,0.7,12.6067608,0.797339893,0.003493654,0.3,11.96323349
