Time,Theta1,Theta2,Vel1,Vel2
0,8.28318521742886,-3.68318526590152,-31.3109199847877,-0.0117661968885978
0.502006688963211,1.97505336471593,-3.71329886730143,-0.0982909454091798,-0.129315486708012
1.00401337792642,1.91257844149034,-3.8116722907233,-0.140701197781951,-0.268443017807287
2.00802675585284,1.82699664604493,2.0412874620535,0.017863581776675,-0.538431832724394
3.01204013377926,1.94687989242043,1.42501828255479,0.219136958989626,-0.71970447442006
4.01605351170569,2.23638384148306,0.642031231460347,0.293104013917182,-0.709299608876745
5.02006688963211,2.38293011516673,1.86463295676147,0.073880100308388,7.58592764877891
6.02408026755853,2.41085673115414,1.6479840228706,-0.362848099181775,0.669808545013332
7.02809364548495,2.15526516023715,2.08088127791517,-0.211571735512507,0.350836209833416
8.03210702341137,1.98470716055874,2.36398781907954,-0.125584529982661,0.206109988158098
9.03612040133779,1.90114838914951,2.48601026212051,-0.0454656373575577,0.0365034844692233
10.0401337792642,1.87943340558272,2.44817169250457,-0.00640036265994562,-0.0996135238958719
11.0441471571906,1.87022353486206,2.32444535204246,-0.0221771079392424,-0.119061805929427
12.0481605351171,1.81443592812514,2.27820594174648,-0.0217507232469344,0.0438375814996998
13.0521739130435,1.68441893011459,2.42102981174305,-0.14838607647398,0.231776472840088
14.0561872909699,1.54956484966255,3.18004943648201,-0.0342063652995994,0.109249347512112
15.0602006688963,1.49055934036669,2.91799898345128,-0.0122539192880633,0.186069459455972
16.0642140468227,1.51233304500734,3.0495689021532,0.0437488040828421,0.0801440603386808
17.0682274247492,1.55069787229612,3.10547118097922,0.0210913046377833,0.0493029024869931
18.0722408026756,1.54356484966255,3.18004943648201,-0.0342063652995994,0.109249347512112
19.076254180602,1.49662777923199,3.32647593843968,-0.0466473066657635,0.174335449428399
20.0802675585284,1.47784311142765,3.50209604845013,0.0217507232469344,0.157181803248767
21.0842809364548,1.54884654551843,3.60959226328904,0.112739091844995,0.0367331630969434
22.0882943143813,1.68611742613646,3.55337016824794,0.116398076786518,-0.125860238277317
23.0923076923077,1.77118993528722,3.40339382876416,0.0705566306787193,-0.19494367154692
24.0963210702341,1.81976963569105,3.21002088152858,0.0304052831751249,-0.179302532738743
25.1003344481605,1.84454180942793,3.04876019618186,0.0220936192884053,-0.110980676423696
26.0039464882943,1.87540920578522,2.96424158681364,0.0517655924515688,-0.0890816604670215
27.0079598662207,1.94447839739194,2.86738196529898,0.101943061496046,-0.14084885736071
28.0119732441472,2.05585286305111,2.66606666789368,0.142737972558099,-0.265689982396896
29.0159866220736,2.21986434171225,2.29760956854707,0.150972206192749,-0.383858970692175
30.02,2.36826527955952,1.91116339951661,0.14526188335794,-0.455092175712499
